0,,"覚者さまのように感情を体で表現したくて
日々、お傍で観察しています！","I want to express emotions through my body like you do, Arisen,
so I observe you closely every day!",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,39
0,,お声がけいただきありがとうございます！,Thank you for speaking to me!,ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,64
0,,実は、覚者さまに伺いたいことがございまして――,"Actually, there's something I'd like to ask you, Arisen—",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,65
0,,"今の私の戦い方について
どう思われるかお聞かせいただけませんか？","Could you tell me
what you think of my current fighting style?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,66
0,,ご指導のほど、よろしくお願いします,I humbly ask for your guidance.,ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,67
0,,"分かりました
それでは、今の戦い方を続けますね","Understood.
Then I will continue fighting as I have been.",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,68
0,,"<VAL>に
ついて――ですね
ぜひ、詳しくお聞かせください","About <VAL>, then—
please, tell me in more detail.",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,69
0,,"なるほど――それでは今度から
<VAL>については、
<VAL>ことが
覚者さまのお望みなのですね？","I see—then from now on,
regarding <VAL>,
you wish for me to <VAL>, Arisen?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,70
0,,"なるほど――それでは今度から
<VAL>に対しては、
<VAL>の使用頻度を
<VAL>ことが覚者さまのお望みなのですね？","I see—then from now on,
against <VAL>,
you wish for me to <VAL>
the frequency of <VAL>, Arisen?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,71
0,,"なるほど――それでは今度から
<VAL>ことの
<VAL>は、今よりも<VAL>ことが
覚者さまのお望みなのですね？","I see—then from now on,
regarding <VAL>,
you wish it to be <VAL> more than before, Arisen?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,72
0,,"なるほど――それでは今度から
<VAL>ことが
覚者さまのお望みなのですね？","I see—then from now on,
you wish for <VAL>, Arisen?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,73
0,,"覚者さま、他にご教授いただけることは
ございますか？","Arisen, is there anything else
you could instruct me on?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,74
0,,"ありがとうございます、覚者さま
ぜひ、またご教授お願いしますね","Thank you very much, Arisen.
Please, do instruct me again sometime.",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,75
0,,"まさか、覚者さまに直接こうしてお話を伺えるなど
実現するとは夢にも思いませんでした
覚者さまさえよろしければ、これからも――
そのベルを鳴らし、ご指導いただければ幸いです","I never dreamed it would come true
that I could speak with you like this, Arisen.
If it pleases you—
I would be grateful if you rang that bell and guided me again.",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,76
0,,"なるほど――それでは今度から
<VAL>は
お任せいただけるのですね？","I see—then from now on,
you'll leave <VAL> to me?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,77
0,,"なるほど――それでは今度から
<VAL>について
<VAL>に対する行動は
私の判断にお任せいただけるのですね？","I see—then from now on,
regarding <VAL>,
you'll entrust my actions toward <VAL> to my judgment?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,78
0,,"なるほど――それでは今度から
<VAL>に対しては、
<VAL>の使用頻度を
<VAL>ことが覚者さまのお望みなのですね？","I see—then from now on,
against <VAL>,
you wish for me to <VAL>
the frequency of <VAL>, Arisen?",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,79
0,,覚者さま、今日は自分から戦技のご提案があります,"Arisen, today I have a combat technique I'd like to propose myself.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,0
0,,"覚者さまにお仕えしてきたおかげで
意思疎通力が上がりました","Thanks to serving you, Arisen,
my ability to communicate has improved.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,1
0,,"覚者さま、あの、新しい表現方法を
思いつきました―――","Arisen, um, I've thought of a new way of expressing myself—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,2
0,,覚者さま、これからも――よろしくお願いします,"Arisen, from here on as well—please take care of me.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,3
0,,"覚者さま、髪型を変えてみたんです、けど
あの――変だったらごめんなさい！
ど、どうでしょう――","Arisen, I tried changing my hairstyle, but—
um—sorry if it's strange!
H-how is it?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,4
0,,"ほ、本当ですか――！　すごく嬉しいです！
あの、もし覚者さまが、こちらの髪型の方が
お好きだったら、《美容院》に行けば
ずっとこの髪型にできるそうです","R-really—!? I'm so happy!
Um, if you prefer this hairstyle, Arisen,
I hear I can keep it permanently
by going to the Hair Salon.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,5
0,,そ、そうですよね――ごめんなさい,Y-you're right—sorry.,ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,6
0,,"覚者さま、<COL b92828><NAME ITEM><VAL> 個</COL>が欲しいです――
その――すごく綺麗だな、って思って","Arisen, I want <COL b92828><NAME ITEM><VAL> units</COL>—
um—I just thought it was very beautiful.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,7
0,,"わぁ！　本当にこんな素敵なものがもらえるなんて
どうしよう――
お返しできるかはわからないけど
だけど――今まで以上に頑張ります！","Wow! I can't believe I'm really getting something so wonderful.
What should I do—
I don't know if I can repay you,
but—I'll work harder than ever!",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,8
0,,うう、わかりました――,"O-okay, I understand—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,9
0,,"覚者さま、あの――
<COL b92828><NAME ITEM></COL><COL b92828><VAL> 個</COL>には足りないかも――
お、お気持ちだけ受け取っておきます","Arisen, um— 
this might not be enough for <COL b92828><NAME ITEM></COL><COL b92828><VAL> units</COL>— 
I-I'll accept just the sentiment.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,10
0,,"覚者さまにお見せしたいものがあるんです――！
あの、外を散歩してきてもらえませんか
少しの間でいいんです","There's something I want to show you, Arisen!
Um, would you take a walk outside with me?
Just for a little while.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,11
0,,"か、覚者さま――
自分、何か粗相をしてしまったでしょうか――
本当にパートナー解除、されるんですか？","A-Arisen—
did I do something wrong—?
Are you really dissolving our partnership?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,12
0,,"あ、覚者さま
あの、ご機嫌は――や、やっぱりなんでもないです","Ah, Arisen—
um, your mood is—n-no, it's nothing.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,13
0,,"うぅっ
日差しがまぶしいです――","Ugh—
the sunlight is dazzling—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,14
0,,"覚者様の強さがポーンより大幅に上だと
ポーンが積める戦いの経験量が増えるそうです――
うう、足手まといになりたくないなぁ","I hear that when your strength far exceeds that of your pawns, Arisen,
the amount of combat experience pawns can gain increases—
I-I don't want to be a burden…",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,15
0,,"は、はい、覚者さま
冒険ですか？　ううっ　
お、お供します――","Y-yes, Arisen.
An adventure? Ugh—
I-I'll accompany you—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,16
0,,"覚者さま、お疲れ様です
――あ、あの！
ご、ご飯にしますか！　それともお風呂にしますか！
――うう、変でしたか――？","Arisen, welcome back.
—Ah, um!
W-would you like a meal? Or a bath?
—Ugh, was that strange?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,17
0,,"うわぁっ！
か、覚者さま！？
わ、わ、ごめんなさい！　びっくりしちゃって――","Wah!
A-Arisen!?
S-sorry! You startled me—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,18
0,,"覚者さま――
この部屋にいると、なんだか安心します
自分はポーンなのに、不思議――こんな気持ち","Arisen—
being in this room makes me feel at ease.
It's strange—considering I'm a pawn.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,19
0,,"あの、自分、覚者さまのポーンでよかったです
う、変なこと言ってごめんなさい――","Um, I'm glad I'm your pawn, Arisen.
S-sorry for saying something strange—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,20
0,,"こんな自分を、こんな素敵なお部屋に――
覚者さまの大切なお部屋に、入れてくださったこと
本当にうれしいです","Letting someone like me into such a wonderful room—
into your precious room, Arisen—
truly makes me happy.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,21
0,,"――わあぁ！
何なんですか！？","—Wah!
What is it!?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,22
0,,"わぁっ！？
――もう、覚者さま
ポーンを驚かせて楽しいですか？","Wah!?
—Really, Arisen,
is it fun to startle your pawn?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,23
0,,"なんだか、最近覚者さまの気持ちが
ちょっと分かるような――
ううん、不思議――心がぽかぽかしますね","Somehow, lately I feel like I can understand your feelings a bit, Arisen—
no, it's strange—my heart feels warm.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,24
0,,"わっ！？　覚者さま！？
もしかして――今覚者さまの事を考えていたの
ばれちゃってましたか？","Wah!? Arisen!?
Could it be—
did you notice I was just thinking about you?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,25
0,,覚者さま、くすぐったいです――,"Arisen, that tickles—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,26
0,,"今日も冒険ですか？
たまには、その――お部屋でごゆっくりされても――","Are we adventuring again today?
Sometimes, um—you could relax in your room instead—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,27
0,,"もう出発ですか？
ちょ、ちょっと待って
すぐに支度しますから！
置いていかないでください！","Are we leaving already?
W-wait just a moment—
I'll get ready right away!
Please don't leave me behind!",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,28
0,,"今日もお出かけなんですか？
あの、たまには一日ゆっくりされても――
少しはお体を休めないと、です","Are you heading out again today?
Um, sometimes you should take a whole day to rest—
you need to let your body recover a bit.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,29
0,,"はい、覚者さま
もしよかったら――ずっとお傍に、置いてくださいね","Yes, Arisen.
If you don't mind—please keep me by your side always.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,30
0,,"わわ、覚者さま？
覚者さまの手――暖かいですね","W-whoa, Arisen?
Your hand—it's warm.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,31
0,,"覚者さま――
ずっとここで待ってますから
忘れないでくださいね――","Arisen—
I'll be waiting here the whole time,
so please don't forget me—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,32
0,,"覚者さま、この前お庭にグリフィンが来ていました
まだ子供だったみたいで、見よう見まねであやしたら
とっても安心してくれたみたいで――ふふ
――可愛かったなあ、また来ないかな","Arisen, a griffin came to the garden the other day.
It seemed to be just a child, so I tried soothing it by imitation,
and it looked very reassured—hehe.
—It was so cute. I wonder if it'll come again.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,33
0,,"お庭に来ている動物たち
こちらに興味を持ってくれているみたいなので
もしかするとエモートに反応してくれるかも――","The animals that come to the garden
seem interested in us,
so they might respond to emotes—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,34
0,,"クラフトとか、冒険のお供をしていくことで
覚者さまのことがだんだんわかるように
なっていく気がします――","By crafting and accompanying you on adventures,
I feel like I'm gradually coming to understand you better, Arisen—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,35
0,,"レスタニアンパペット、ご存知ですか？
ふふ、可愛いですよね
本物の魔物も、布と綿で出来ていたら良いのに――","Do you know about Lestanian puppets?
Hehe, they're cute, aren't they?
If only real monsters were made of cloth and cotton too—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,36
0,,"クラフトをさせるポーンを選ぶ時は
間違えないように気を付け下さいね
ポーンといっても、得意なことは皆違いますから――","When choosing a pawn to craft,
please be careful not to make a mistake.
Even among pawns, everyone has different strengths—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,37
0,,"神殿の外でも
戦技の切り替えができるそうです――
あの、ご存じでしたらごめんなさい――","I hear you can switch combat skills
even outside the temple—
um, sorry if you already knew that—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,38
0,,"覚者さまのように感情を体で表現したくて
日々、観察しています――","I want to express emotions through my body like you do, Arisen,
so I observe you every day—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,39
0,,"覚者さまに出会えなかったら――
その時、自分はどうなっていたのでしょう
他の覚者さまをお慕いしていたのでしょうか――
何だか、想像もできません","If I had never met you, Arisen—
what would I have become?
Would I have served another Arisen—
I can't even imagine it.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,40
0,,"あの、こんな自分がお傍にいても
覚者様が恥ずかしくならないように
見た目には常に気を使っているんです――
か、髪型、とか――","Um, so that you won't be embarrassed
having someone like me at your side, Arisen,
I always pay attention to my appearance—
l-like my hairstyle, for example—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,41
0,,"《鍛錬の小部屋》はご利用になっているでしょうか？
実は、覚者さまに気持ち良く使っていただけるように
隅々まで自分がお掃除を――
や、やっぱりなんでもないです","Do you use the Training Room?
Actually, so you can use it comfortably, Arisen,
I clean every corner myself—
n-no, never mind.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,42
0,,さあ、行きましょう！,"Come on, let's go!",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,43
0,,お願い聞いてくれないんですか？,Won't you hear my request?,ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,44
0,,早くいきましょう！,Let's hurry!,ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,45
0,,"えっ、ほ、本当にいいんですか？
わぁ――嬉しい――
お待ちしていますね","H-huh, is it really okay?
Wow—I'm so happy—
I'll be waiting for you.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,46
0,,"そ、そうですよね
――あの、ごめんなさい","Y-you're right.
—Um, I'm sorry.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,47
0,,"わぁ――本当にくれるんですか？
あ、ありがとうございます――！","Wow—you're really giving it to me?
Ah, thank you so much!",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,48
0,,"覚者さま――
お願いしていたお品は――その――
いえ、何でもありません！","Arisen—
about the item I asked for—um—
no, it's nothing!",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,49
0,,"お帰りなさい、覚者さま
あの――ウェアを、お洗濯しておきました――
か、勝手に触ってしまってごめんなさい","Welcome back, Arisen.
Um—I washed your gear—
s-sorry for touching it without permission.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,50
0,,"お帰りなさい、覚者さま
あの――ベッドのシーツを干しておきました
シワになってないと良いんですが――","Welcome back, Arisen.
Um—I aired out the bed sheets.
I hope they aren't wrinkled—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,51
0,,"覚者さまが竜になられたら
ポーンはどうなるんですか？
あ――ごめんなさい
覚者さまなら、なんでもご存じな気がして――","If you were to become a dragon, Arisen,
what would happen to pawns?
Ah—sorry.
I just feel like you know everything—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,52
